芝麻信用,芝麻分,违约记录,15岁以下,16-20岁,21-25岁,26-30岁,31-35岁,36-40岁,41-45岁,46-50岁,51-55岁,56-60岁,61-65岁,66岁以上,3500以下,3500-5000,5000-8000,8000-1250,12500-38500,38500-58500,58500-83500,大于83000,教育程度,商品房,自建房,公积金,支付宝年龄,无职业,个体,教师,医护人员,职员,公务员,金融从业者,房贷,车贷,其他,婚姻状况,网购记录,违法记录
1,645,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4473131088235682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.08999749310604162,0
1,655,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0004340774793183,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.05239408373025821,0
1,578,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4151403521958725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.027325144146402608,0
1,585,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0417873189717515,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.032338932063173724,1
1,622,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.114277296561586,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.03985961393833041,0
1,558,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.0043213737826426,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.059914765605414894,0
1,623,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.114277296561586,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.15266984206568063,0
1,574,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.9547247909790624,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,0.0,1,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.09250438706442718,0
1,568,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4473131088235682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.05490097768864377,0
1,620,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.3031960574204886,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.10754575081474053,1
1,665,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.8457180179666586,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.027325144146402608,0
1,623,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4772659954248524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.07996991727249937,0
1,577,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.255513712819533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.032338932063173724,0
1,569,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.3426200425533477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.02983203810478817,0
1,644,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.3031960574204886,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.1225871145650539,0
0,683,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.9547247909790624,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.024818250188017046,0
1,564,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.398113691730502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.05239408373025821,0
1,597,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4473131088235682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.06994234143895713,0
1,603,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4772659954248524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.07244923539734269,0
1,612,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.478566495593843,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.10002506893958385,0
1,645,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505285674144132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.08749059914765606,0
1,588,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5316066319327217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.07244923539734269,1
0,772,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.4771212547196617,3.17638069224327,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.1225871145650539,0
1,617,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.146438135285774,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1,0.09250438706442718,0
1,603,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.544192110765032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.13762847831536723,0
1,628,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.6998377258672455,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1,0.07244923539734269,0
1,677,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505285674144132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.09751817498119829,0
1,584,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4151403521958725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.017297568312860365,0
1,605,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.6998377258672455,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.03735271997994485,0
1,669,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0004340774793183,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.07996991727249937,0
1,645,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.0043213737826426,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.034845826021559285,0
1,603,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.603144372620182,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.047380295813487086,0
1,613,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.17638069224327,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0849837051892705,0
1,655,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0417873189717515,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.059914765605414894,0
0,698,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5316066319327217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.022311356229631485,0
0,722,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.3426200425533477,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.09751817498119829,1
0,713,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0795430074029055,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.06743544748057156,0
1,589,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505285674144132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.017297568312860365,0
1,575,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4315245841874504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,0.027325144146402608,0
0,687,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0004340774793183,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.05239408373025821,0
1,653,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.6998377258672455,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.08749059914765606,0
1,624,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.114277296561586,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.027325144146402608,0
1,592,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.6998377258672455,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1,0.032338932063173724,1
1,576,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.544192110765032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.059914765605414894,0
1,567,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.0043213737826426,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.03985961393833041,0
1,654,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.301247088636211,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.047380295813487086,0
1,540,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.114277296561586,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.012283780396089246,0
1,650,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0417873189717515,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.017297568312860365,0
0,714,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.478566495593843,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.032338932063173724,0
0,701,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.2307043136125686,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.02983203810478817,0
0,705,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.778874472002739,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.06492855352218602,0
1,662,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.518645524330311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.03735271997994485,0
0,747,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.4771212547196617,2.6998377258672455,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.09501128102281273,0
1,642,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.6998377258672455,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.09751817498119829,0
1,608,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4473131088235682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.012283780396089246,1
0,699,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.4151403521958725,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0,0.11255953873151166,0
1,627,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.114277296561586,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.12760090248182504,0
1,572,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.9036325160842376,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.009776886437703684,1
1,582,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0004340774793183,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.014790674354474804,0
1,630,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.478566495593843,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.012283780396089246,0
1,655,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.17638069224327,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.04236650789671597,0
1,570,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.603144372620182,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.034845826021559285,0
1,590,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.478566495593843,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.047380295813487086,0
1,611,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0795430074029055,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1,8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1,0.059914765605414894,0
1,623,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505285674144132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.022311356229631485,0
1,599,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4473131088235682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.022311356229631485,0
1,574,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0004340774793183,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.047380295813487086,0
1,609,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.505285674144132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.034845826021559285,0
0,722,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0795430074029055,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0849837051892705,0
1,577,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4315245841874504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.047380295813487086,0
1,617,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.6998377258672455,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.027325144146402608,0
1,629,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0004340774793183,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.05239408373025821,0
1,635,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.544192110765032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.034845826021559285,0
1,642,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.114277296561586,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.047380295813487086,0
1,631,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0004340774793183,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,1,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.047380295813487086,0
1,598,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4772659954248524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.022311356229631485,1
1,633,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.8457180179666586,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.047380295813487086,0
1,665,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4473131088235682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.009776886437703684,0
1,677,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.255513712819533,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1,0.09751817498119829,0
1,644,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3465485585484736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.012283780396089246,0
1,647,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.3031960574204886,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.027325144146402608,0
1,572,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,2.8457180179666586,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.034845826021559285,0
1,671,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4772659954248524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.022311356229631485,0
0,705,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0795430074029055,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.047380295813487086,0
1,656,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5440680443502752,3.0004340774793183,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0849837051892705,0
